Average Linear Utility,Average Maximum Utility,Average Polarized Winner,Least Polarized Winner,Most Blocking Loser,Most Polarized Winner,Nash Product Welfare,Variance Linear Utility,Variance Maximum Utility,Variance Polarized Winner,hpuid,methodname,numwinners,stratpct
2.142248015873015,0.6914654761904763,0.08641191848528823,0.0666116691225431,0.145,0.14982593282307408,0.9151417174333928,0.7865922623025738,0.07330035828430088,0.0012800909731246113,1846989718275410176,MES_ExMQ,5,0.22258423381026216
1.9750238095238097,0.670129365079365,0.10173292913416268,0.0666116691225431,0.5225,0.14982593282307408,0.8527416913644325,0.5515387892673975,0.0663010506456302,0.0019358498896711353,1846989718275410176,MES_ExLR,5,0.22258423381026216
1.6161396825396828,0.8697208333333333,0.11909840221238106,0.0759718750027177,0.0275,0.14807879663423926,0.7357638878705941,0.12447134272225553,0.01137522990957402,0.000949964790386834,701437241514622208,SDV,5,0.12151853461139028
1.6829722222222223,0.7312198412698415,0.11468382474280728,0.0759718750027177,0.6925,0.14807879663423926,0.7438783589102446,0.3026317586703405,0.0723237826276454,0.0009941640590680242,701437241514622208,SSQ,5,0.12151853461139028
1.6181013888888893,0.8944359126984126,0.11522422246973982,0.07908565997500983,0.095,0.14807879663423926,0.7329419255355323,0.15849463464091426,0.008604769290312512,0.0008190087666886943,701437241514622208,AS,5,0.12151853461139028
1.5922240079365078,0.9204472222222221,0.13426875558914347,0.07908565997500983,0.0975,0.17032035501527382,0.7207637227391265,0.15455698258548362,0.007278569095425773,0.0014259541513627712,701437241514622208,STV,5,0.12151853461139028
1.6265595238095238,0.9042980158730156,0.12604823426567466,0.07908565997500983,0.05,0.16074730030532403,0.7383300696317597,0.14879184082151936,0.008178908274841624,0.0011721703601987284,701437241514622208,SSS,5,0.12151853461139028
1.623651388888889,0.6414045634920637,0.10575278887142141,0.04699053639942767,1.0275,0.16630108568015434,0.6707078862224234,0.6987806015154447,0.0945081821018455,0.00292626780715938,701437241514622208,MES_ExMQ,5,0.12151853461139028
1.6107172619047618,0.6320027777777778,0.10457552919535004,0.04699053639942767,1.0725,0.1604147872997975,0.6648770431246358,0.6919806195368643,0.08986436519327311,0.0027549948381645935,701437241514622208,MES_ExLR,5,0.12151853461139028
2.718114880952381,0.8783587301587299,0.12039383980161691,0.05628260987762712,0.04,0.17131229696319422,1.129648363650897,0.6492077497632898,0.018352841812692693,0.0033624764292405117,16190503723047516,SDV,5,0.340462140499476
2.911810714285714,0.8665222222222219,0.13921070562834012,0.05628260987762712,0.3625,0.17131229696319422,1.1076878186347392,1.906326493719113,0.018943796744681236,0.0022310048642590645,16190503723047516,SSQ,5,0.340462140499476
2.919625595238095,0.8812484126984125,0.14702412497739956,0.05628260987762712,0.56,0.17131229696319422,1.0999750107043305,2.040234730004796,0.02026739630901365,0.0025774171639014573,16190503723047516,AS,5,0.340462140499476
2.591380952380952,0.9148049603174601,0.14141938078128258,0.09700561098604071,0.015,0.17131229696319422,1.0998057653464,0.4551243889455435,0.013168661416836853,0.0015286152046370014,16190503723047516,STV,5,0.340462140499476
2.7181148809523807,0.8783587301587299,0.12039383980161691,0.05628260987762712,0.04,0.17131229696319422,1.129648363650897,0.64920774976329,0.018352841812692693,0.0033624764292405117,16190503723047516,SSS,5,0.340462140499476
2.591019841269841,0.90952996031746,0.13087167622109427,0.05628260987762712,0.01,0.17131229696319422,1.0922733398186342,0.5798574682749537,0.009971164446507396,0.0029259578628255648,16190503723047516,MES_ExMQ,5,0.340462140499476
2.591019841269841,0.90952996031746,0.13087167622109427,0.05628260987762712,0.01,0.17131229696319422,1.0922733398186342,0.5798574682749537,0.009971164446507396,0.0029259578628255648,16190503723047516,MES_ExLR,5,0.340462140499476
2.245959722222222,0.8254563492063491,0.105117336485648,0.09717268607844956,0.7625,0.11498522363029434,0.9334856414851486,0.862841696509276,0.022742962325834105,4.9072396533391836e-5,1067263779475494016,SDV,5,0.906588882335042
