Average Polarized Winner,Harmonic Utility,Least Polarized Winner,Linear Utility,LogProduct Utility,Maximin Support,Maximum Utility,Most Blocking Loser,Most Polarized Winner,PreferredToRule,Variance Linear Utility,Variance Maximum Utility,Variance Polarized Winner,hpuid,methodname,numwinners,stratpct
0.10814200432392122,0.7915371397007578,0.10321278166861207,1.4317916666666666,0.1456113542805861,0.32068333333333326,0.3206833333333333,1.83,0.11318093428658774,0.0,3.493223818506479,0.1594144069256849,1.42771642451813e-5,1651438589926032384,DRB1,6,0.006106522777231893
0.10520176478285438,0.7335356133504858,0.09794531043299433,1.2894416666666666,0.08577398099946688,0.32085833333333336,0.32085833333333336,1.83,0.11186807118837201,-1.0,3.1706937295731197,0.1686605101856485,2.7742179266541674e-5,1651438589926032384,DRB2,6,0.006106522777231893
0.10814200432392122,0.7915371397007578,0.10321278166861207,1.4317916666666666,0.1456113542805861,0.32068333333333326,0.3206833333333333,1.83,0.11318093428658774,0.0,3.493223818506479,0.1594144069256849,1.42771642451813e-5,1651438589926032384,DRB3,6,0.006106522777231893
0.10520176478285438,0.7335356133504858,0.09794531043299433,1.2894416666666666,0.08577398099946688,0.32085833333333336,0.32085833333333336,1.83,0.11186807118837201,-1.0,3.1706937295731197,0.1686605101856485,2.7742179266541674e-5,1651438589926032384,DRB4,6,0.006106522777231893
0.10255208479239623,0.7488851575994825,0.08984094484742378,1.2477666666666667,0.1036052483469233,0.3559727272727274,0.3667833333333333,1.83,0.11186807118837201,-1.0,2.6363331788116287,0.188786601912067,6.645044255899213e-5,1651438589926032384,EAZ,6,0.006106522777231893
0.10814200432392122,0.7915371397007578,0.10321278166861207,1.4317916666666666,0.1456113542805861,0.32068333333333326,0.3206833333333333,1.83,0.11318093428658774,0.0,3.493223818506479,0.1594144069256849,1.42771642451813e-5,1651438589926032384,MES_ExLR,6,0.006106522777231893
0.09747099450188057,0.8866024443806833,0.07922313267744986,1.1653000000000002,0.26448564208440395,0.4448166666666665,0.49154999999999993,0.429,0.11186807118837201,-1.0,1.2073223489522535,0.1493471599688733,0.00017204108370345167,1651438589926032384,STV,6,0.006106522777231893
0.09520473844561173,0.5988749262056173,0.09010182174420554,0.8795250000000001,-0.05239045516594544,0.26252499999999995,0.3256583333333334,0.252,0.09904281244789057,0.0,1.5366083841226166,0.18029332437051865,1.0775362643420982e-5,1482126008412517120,AS,6,0.21866182151355007
0.09520473844561173,0.5988749262056173,0.09010182174420554,0.8795250000000001,-0.05239045516594544,0.26252499999999995,0.3256583333333334,0.252,0.09904281244789057,0.0,1.5366083841226166,0.18029332437051865,1.0775362643420982e-5,1482126008412517120,DRB1,6,0.21866182151355007
0.0941181518537046,0.5949676101194061,0.08485146455172021,0.8720166666666667,-0.05644819713586102,0.2654625,0.32303333333333334,0.252,0.09904281244789057,-1.0,1.520501072480684,0.17961121560780385,2.6784754463949553e-5,1482126008412517120,DRB2,6,0.21866182151355007
